Modelo_Auto,Ano_Auto,ID_Modelo,Pais_Venta,Continente_Venta,Marca_Auto,Segmento_Auto,Es_Electrico,Tipo_Transmision,Es_Nuevo,Unidades_Vendidas,Total_Ventas
Cherokee,2018,P1277-59,Estados Unidos,América,Jeep,SUV Mediano,No,Manual,No,4653,195503002.55
Golf,2018,B8128-93,Sudáfrica,África,Volkswagen,Compacto,No,Automático,No,335,151690888.2
Cherokee,2015,O9184-63,Francia,Europa,Jeep,SUV Mediano,No,Automático,No,524,143785503.73
C-Class,2024,A2199-90,India,Asia,Mercedes-Benz,Sedan Premium,No,Automático,Sí,1474,234183608.12
Focus,2015,B1484-47,Reino Unido,Europa,Ford,Compacto,No,Automático,No,3834,213297751.27
Q5,2019,O3171-30,Italia,Europa,Audi,SUV Premium,No,Manual,No,2260,139753028.07
Focus,2021,V5564-19,Japón,Asia,Ford,Compacto,Sí,Automático,No,4978,29709776.97
C-Class,2024,T8023-18,India,Asia,Mercedes-Benz,Sedan Premium,No,Automático,Sí,1701,197861693.22
CR-V,2017,H9650-60,Argentina,América,Honda,SUV Compacto,No,Automático,No,3336,224333650.84
Civic,2018,T2177-19,Estados Unidos,América,Honda,Compacto,No,Automático,No,743,98427984.08
Tucson,2023,P7738-69,Reino Unido,Europa,Hyundai,SUV Compacto,No,Manual,No,4966,68975693.47
Fusion,2021,T3989-20,Alemania,Europa,Ford,Sedan,No,Automático,No,3532,9764959.48
Mustang,2017,F2460-49,Canadá,América,Ford,Deportivo,No,Automático,No,4751,229164587.15
Silverado,2016,N9985-29,Argentina,América,Chevrolet,Pickup Grande,No,Automático,No,2000,77765769.83
CR-V,2016,S5654-11,China,Asia,Honda,SUV Compacto,No,Manual,No,1598,95822438.37
F-150,2018,P7766-97,España,Europa,Ford,Pickup Grande,No,Automático,No,164,225199899.15
3 Series,2016,M2828-93,Argentina,América,BMW,Sedan Premium,No,Manual,No,3057,220641807.17
CR-V,2020,F7668-24,India,Asia,Honda,SUV Compacto,No,Automático,No,1051,245933550.83
Fusion,2024,R1069-18,China,Asia,Ford,Sedan,No,Manual,No,310,79484120.97
3 Series,2018,B1870-19,Corea del Sur,Asia,BMW,Sedan Premium,No,Manual,No,3995,216752505.67
Civic,2015,R3428-74,Sudáfrica,África,Honda,Compacto,No,Automático,No,2289,131902861.95
Civic,2021,P9730-80,Australia,Oceanía,Honda,Compacto,No,Automático,No,857,31846254.57
F-150,2022,C6935-85,España,Europa,Ford,Pickup Grande,No,Automático,No,4422,227147241.05
Kona,2023,A8041-57,México,América,Hyundai,SUV Subcompacto,Sí,Automático,Sí,3396,102379656.51
Tucson,2017,X9082-35,Argentina,América,Hyundai,SUV Compacto,No,Automático,No,1236,69444097.1
Cherokee,2021,S2944-62,Alemania,Europa,Jeep,SUV Mediano,No,Manual,No,1952,53384715.69
Civic,2015,D2552-42,India,Asia,Honda,Compacto,No,Automático,No,231,24513161.47
Golf,2019,Z2624-44,India,Asia,Volkswagen,Compacto,No,Automático,No,63,15357910.59
Model 3,2022,K5072-46,China,Asia,Tesla,Sedan,Sí,Manual,No,75,240751074.81
RAV4,2024,A2625-54,Francia,Europa,Toyota,SUV Compacto,No,Automático,Sí,302,71288965.47
Golf,2022,T5429-60,Sudáfrica,África,Volkswagen,Compacto,No,Manual,No,4461,182503548.34
Golf,2021,F1924-24,Australia,Oceanía,Volkswagen,Compacto,No,Automático,No,3966,211204848.63
Sprinter,2019,D1207-72,Australia,Oceanía,Mercedes-Benz,Comercial,No,Manual,No,3524,37298353.39
C-Class,2022,G7647-50,Brasil,América,Mercedes-Benz,Sedan Premium,No,Manual,No,4994,163798049.3
C-Class,2018,R9323-77,China,Asia,Mercedes-Benz,Sedan Premium,No,Automático,No,2459,121488214.5
Silverado,2024,A4163-11,Corea del Sur,Asia,Chevrolet,Pickup Grande,No,Manual,Sí,2453,135352653.99
Corolla,2021,K7821-77,Estados Unidos,América,Toyota,Compacto,No,Manual,No,541,229214390.01
RAV4,2021,S3082-91,México,América,Toyota,SUV Compacto,Sí,Manual,No,1195,188854619.53
Cherokee,2021,Q2639-99,Francia,Europa,Jeep,SUV Mediano,No,Manual,No,66,27264361.2
CX-5,2015,G8413-50,Corea del Sur,Asia,Mazda,SUV Compacto,No,Manual,No,3868,232807213.72
Mustang,2022,R1279-86,Japón,Asia,Ford,Deportivo,No,Automático,No,1636,125957134.74
Focus,2016,J9654-91,México,América,Ford,Compacto,No,Automático,No,3563,95175685.41
Focus,2020,N8879-66,Japón,Asia,Ford,Compacto,No,Manual,No,1718,27455582.1
Camry,2015,Y5809-13,Australia,Oceanía,Toyota,Sedan Mediano,No,Automático,No,476,46405069.54
Fusion,2022,G5100-86,Italia,Europa,Ford,Sedan,No,Automático,No,3103,26360941.81
C-Class,2023,L6046-93,Japón,Asia,Mercedes-Benz,Sedan Premium,No,Manual,Sí,4796,5336188.92
Camry,2024,W1998-12,Reino Unido,Europa,Toyota,Sedan Mediano,No,Automático,Sí,3124,100291920.68
Focus,2021,G2941-14,Argentina,América,Ford,Compacto,No,Manual,No,2400,11390944.24
Cherokee,2018,V3829-91,Sudáfrica,África,Jeep,SUV Mediano,No,Automático,No,4882,8052801.45
Kona,2022,Y2460-18,Alemania,Europa,Hyundai,SUV Subcompacto,No,Manual,No,3055,42393243.33
CR-V,2024,E1192-18,Japón,Asia,Honda,SUV Compacto,No,Automático,Sí,3341,9273357.02
Tucson,2020,J1163-89,Canadá,América,Hyundai,SUV Compacto,No,Manual,No,970,187860905.81
Tucson,2023,U4996-80,Corea del Sur,Asia,Hyundai,SUV Compacto,No,Automático,Sí,1593,228012183.86
Tucson,2023,H3972-67,Australia,Oceanía,Hyundai,SUV Compacto,No,Automático,Sí,233,147404229.45
Silverado,2019,N4949-20,Estados Unidos,América,Chevrolet,Pickup Grande,No,Manual,No,879,59392616.45
Civic,2016,Q9330-13,Argentina,América,Honda,Compacto,No,Automático,No,2366,17447551.24
3 Series,2023,D3475-64,Corea del Sur,Asia,BMW,Sedan Premium,No,Automático,Sí,1051,104921042.67
RAV4,2021,K6688-82,India,Asia,Toyota,SUV Compacto,No,Automático,No,1927,162384438.04
F-150,2018,R5290-52,Italia,Europa,Ford,Pickup Grande,No,Manual,No,1651,140493628.83
Tucson,2023,A2312-21,India,Asia,Hyundai,SUV Compacto,Sí,Automático,No,3338,160082937.22
Camry,2016,U9498-72,Sudáfrica,África,Toyota,Sedan Mediano,No,Automático,No,704,237896388.25
Sprinter,2024,Q3276-80,Estados Unidos,América,Mercedes-Benz,Comercial,No,Manual,Sí,4689,130913420.88
CX-5,2021,O2893-61,Japón,Asia,Mazda,SUV Compacto,No,Automático,No,3593,31423428.96
Mustang,2024,F1799-45,Brasil,América,Ford,Deportivo,No,Manual,Sí,2386,129901655.57
Camry,2019,T6714-89,España,Europa,Toyota,Sedan Mediano,No,Manual,No,1481,193166480.33
Q5,2021,I7810-79,Canadá,América,Audi,SUV Premium,No,Manual,No,4362,227605160.2
Q5,2021,L6339-33,Argentina,América,Audi,SUV Premium,No,Automático,No,567,245168610.19
3 Series,2017,N8734-28,México,América,BMW,Sedan Premium,No,Manual,No,2789,230358435.31
3 Series,2019,A1790-30,Estados Unidos,América,BMW,Sedan Premium,No,Manual,No,954,194440049.37
Golf,2021,T8821-98,México,América,Volkswagen,Compacto,No,Automático,No,2602,59627244.58
F-150,2019,B6141-60,Canadá,América,Ford,Pickup Grande,No,Automático,No,1326,68481503.06
CR-V,2024,R1703-24,Australia,Oceanía,Honda,SUV Compacto,No,Manual,Sí,1016,125556557.2
RAV4,2020,R7652-48,Italia,Europa,Toyota,SUV Compacto,No,Manual,No,1867,20231179.53
C-Class,2018,R4678-30,Australia,Oceanía,Mercedes-Benz,Sedan Premium,No,Automático,No,3583,26252635.44
CX-5,2015,T5007-94,Brasil,América,Mazda,SUV Compacto,No,Automático,No,1663,119703330.6
Golf,2019,H9131-89,Japón,Asia,Volkswagen,Compacto,No,Manual,No,4206,119224421.71
3 Series,2024,U2942-47,Reino Unido,Europa,BMW,Sedan Premium,No,Manual,Sí,637,83006710.38
Camry,2021,F8356-34,Australia,Oceanía,Toyota,Sedan Mediano,Sí,Automático,No,2562,226242817.04
Corolla,2019,Q5283-32,España,Europa,Toyota,Compacto,No,Automático,No,3530,82365707.65
C-Class,2024,B6193-94,Argentina,América,Mercedes-Benz,Sedan Premium,No,Automático,Sí,1241,83961814.81
Civic,2015,P1098-52,Australia,Oceanía,Honda,Compacto,Sí,Manual,No,617,163111141.04
CR-V,2017,Z1857-90,Australia,Oceanía,Honda,SUV Compacto,No,Automático,No,508,169120500.26
CR-V,2017,W1479-84,Alemania,Europa,Honda,SUV Compacto,Sí,Automático,No,3538,182390083.31
Civic,2017,I6168-37,Italia,Europa,Honda,Compacto,No,Manual,No,1255,56859778.8
F-150,2017,Q9732-17,Japón,Asia,Ford,Pickup Grande,No,Manual,No,3208,189271445.72
Sprinter,2023,S4459-81,Estados Unidos,América,Mercedes-Benz,Comercial,No,Automático,Sí,3137,13253432.73
Model 3,2016,X8068-53,España,Europa,Tesla,Sedan,Sí,Automático,No,4685,137380562.41
Civic,2022,U4416-32,Canadá,América,Honda,Compacto,No,Automático,No,392,5080153.64
Golf,2024,L2081-27,China,Asia,Volkswagen,Compacto,No,Automático,Sí,4938,119354188.98
3 Series,2022,H6309-40,Sudáfrica,África,BMW,Sedan Premium,No,Manual,No,1966,232164959.65
Model 3,2020,Y8543-53,Italia,Europa,Tesla,Sedan,Sí,Manual,No,1833,94200063.36
Golf,2020,I5537-87,Sudáfrica,África,Volkswagen,Compacto,No,Manual,No,3178,18218151.32
Silverado,2024,H8748-75,Argentina,América,Chevrolet,Pickup Grande,No,Manual,Sí,4608,216027613.67
Focus,2020,E6563-25,Estados Unidos,América,Ford,Compacto,No,Automático,No,1389,51268223.34
Q5,2016,R3414-74,Reino Unido,Europa,Audi,SUV Premium,No,Automático,No,4829,238599339.41
Golf,2023,B6006-55,Reino Unido,Europa,Volkswagen,Compacto,No,Automático,Sí,3267,215168115.62
CX-5,2015,O8379-54,Argentina,América,Mazda,SUV Compacto,No,Manual,No,4967,221380531.47
Silverado,2017,P8735-59,China,Asia,Chevrolet,Pickup Grande,No,Manual,No,4712,61106162.05
Cherokee,2022,R5639-56,Francia,Europa,Jeep,SUV Mediano,No,Manual,No,1336,66195356.1
Model 3,2017,Y3229-34,Argentina,América,Tesla,Sedan,Sí,Manual,No,4781,52730285.12
Tucson,2024,G8188-33,Canadá,América,Hyundai,SUV Compacto,No,Automático,Sí,3843,8512631.51
Sprinter,2020,Z8898-54,China,Asia,Mercedes-Benz,Comercial,No,Automático,No,4140,214752199.68
Sprinter,2023,D3561-57,España,Europa,Mercedes-Benz,Comercial,No,Manual,Sí,552,106715841.11
Tucson,2018,J9630-97,España,Europa,Hyundai,SUV Compacto,No,Manual,No,2033,6186046.87
Fusion,2020,K2466-27,Francia,Europa,Ford,Sedan,No,Automático,No,2872,128853300.6
Silverado,2021,B9563-74,Corea del Sur,Asia,Chevrolet,Pickup Grande,No,Manual,No,3828,200562134.06
Corolla,2015,I7478-39,Francia,Europa,Toyota,Compacto,No,Automático,No,3548,2467962.27
Tucson,2019,P9315-34,Italia,Europa,Hyundai,SUV Compacto,No,Automático,No,4582,117689969.04
F-150,2019,U6396-75,Corea del Sur,Asia,Ford,Pickup Grande,No,Automático,No,2125,183562224.52
C-Class,2018,E8884-46,China,Asia,Mercedes-Benz,Sedan Premium,No,Manual,No,4417,70909692.84
Q5,2015,O6322-59,España,Europa,Audi,SUV Premium,No,Automático,No,442,231756093.5
C-Class,2022,F8218-71,Italia,Europa,Mercedes-Benz,Sedan Premium,No,Automático,No,549,173012811.51
Q5,2020,Z2627-17,Brasil,América,Audi,SUV Premium,No,Manual,No,690,74296360.1
Tucson,2018,W6997-54,Sudáfrica,África,Hyundai,SUV Compacto,No,Automático,No,1637,111863311.73
Q5,2021,K1180-87,Italia,Europa,Audi,SUV Premium,No,Automático,No,2281,32974323.94
Silverado,2020,B9908-24,Reino Unido,Europa,Chevrolet,Pickup Grande,No,Automático,No,4310,181057400.82
CX-5,2016,N5749-10,Alemania,Europa,Mazda,SUV Compacto,No,Manual,No,3818,167746017.76
Silverado,2015,O5610-93,Reino Unido,Europa,Chevrolet,Pickup Grande,No,Manual,No,2032,61701615.41
Fusion,2019,S1279-93,Reino Unido,Europa,Ford,Sedan,No,Manual,No,4157,174138055.97
Fusion,2022,K1766-85,Japón,Asia,Ford,Sedan,No,Automático,No,4108,211269265.08
Cherokee,2016,L4737-66,Estados Unidos,América,Jeep,SUV Mediano,No,Manual,No,561,136983244.91
Golf,2023,A7735-40,Reino Unido,Europa,Volkswagen,Compacto,No,Automático,Sí,1476,233992754.8
Silverado,2024,V4241-76,Estados Unidos,América,Chevrolet,Pickup Grande,No,Automático,Sí,3467,116806254.77
Civic,2024,H9397-40,China,Asia,Honda,Compacto,No,Automático,Sí,4557,112924854.41
Q5,2020,U4528-24,Italia,Europa,Audi,SUV Premium,No,Manual,No,4183,228344338.53
Mustang,2024,K3515-48,Brasil,América,Ford,Deportivo,No,Manual,Sí,3745,121247418.94
RAV4,2018,N9868-92,Canadá,América,Toyota,SUV Compacto,No,Manual,No,2448,25391047.82
Kona,2023,A5557-81,India,Asia,Hyundai,SUV Subcompacto,No,Manual,Sí,128,118602794.33
Golf,2019,D2818-97,Italia,Europa,Volkswagen,Compacto,No,Automático,No,4903,80536504.23
Camry,2017,M5930-18,Alemania,Europa,Toyota,Sedan Mediano,No,Manual,No,2525,91660985.2
RAV4,2016,M5384-60,Japón,Asia,Toyota,SUV Compacto,No,Manual,No,134,112006502.95
Camry,2015,K1285-65,Reino Unido,Europa,Toyota,Sedan Mediano,No,Manual,No,474,188374183.82
Silverado,2021,Q5619-17,México,América,Chevrolet,Pickup Grande,No,Manual,No,2242,204927582.02
Camry,2023,K8922-43,China,Asia,Toyota,Sedan Mediano,No,Automático,Sí,955,210435665.93
Silverado,2019,U2257-57,Australia,Oceanía,Chevrolet,Pickup Grande,No,Automático,No,4542,172133454.77
Camry,2019,R5380-30,Alemania,Europa,Toyota,Sedan Mediano,No,Automático,No,3265,4048056.23
Model 3,2015,Z4508-22,Italia,Europa,Tesla,Sedan,Sí,Manual,No,2460,4514540.12
F-150,2017,D9807-67,Italia,Europa,Ford,Pickup Grande,Sí,Automático,No,3223,193003938.04
Golf,2024,F8950-69,Alemania,Europa,Volkswagen,Compacto,Sí,Automático,No,782,223395731.66
RAV4,2017,I2512-85,Reino Unido,Europa,Toyota,SUV Compacto,No,Automático,No,1575,27916104.87
C-Class,2021,H8170-63,India,Asia,Mercedes-Benz,Sedan Premium,No,Manual,No,2413,85484908.39
Fusion,2022,Y9421-83,Italia,Europa,Ford,Sedan,No,Manual,No,2758,176940522.7
CX-5,2017,X2426-60,Japón,Asia,Mazda,SUV Compacto,No,Automático,No,1274,5234705.17
Focus,2018,U7469-26,España,Europa,Ford,Compacto,No,Manual,No,2307,203326964.39
RAV4,2015,N1605-71,México,América,Toyota,SUV Compacto,No,Automático,No,4618,13482971.1
Cherokee,2018,Z4995-32,Italia,Europa,Jeep,SUV Mediano,No,Manual,No,3558,81337590.46
Camry,2015,U3282-95,Francia,Europa,Toyota,Sedan Mediano,No,Manual,No,1040,102652773.4
Sprinter,2019,H4913-20,Sudáfrica,África,Mercedes-Benz,Comercial,Sí,Manual,No,2287,21901600.41
Silverado,2019,Y6103-86,Corea del Sur,Asia,Chevrolet,Pickup Grande,No,Manual,No,3353,62779305.71
Camry,2015,K7990-45,Japón,Asia,Toyota,Sedan Mediano,No,Automático,No,1690,161629684.56
Tucson,2022,X5526-64,Estados Unidos,América,Hyundai,SUV Compacto,No,Automático,No,171,18289333.75
Silverado,2015,T5822-55,España,Europa,Chevrolet,Pickup Grande,No,Automático,No,4434,127141606.02
Cherokee,2018,G1489-78,Reino Unido,Europa,Jeep,SUV Mediano,No,Manual,No,723,109699305.34
Fusion,2024,O3752-28,China,Asia,Ford,Sedan,No,Automático,Sí,4271,183489380.8
Mustang,2016,L2890-24,México,América,Ford,Deportivo,No,Automático,No,3796,197564134.14
Civic,2015,O1374-37,Francia,Europa,Honda,Compacto,No,Manual,No,3491,99905347.33
Camry,2023,M2730-43,India,Asia,Toyota,Sedan Mediano,No,Manual,Sí,2891,26596326.0
Sprinter,2015,Z6929-87,India,Asia,Mercedes-Benz,Comercial,No,Automático,No,3739,232459318.66
F-150,2022,V1242-44,Japón,Asia,Ford,Pickup Grande,No,Automático,No,2055,70264370.96
Cherokee,2022,Z2716-76,India,Asia,Jeep,SUV Mediano,No,Automático,No,4618,35328976.55
Silverado,2020,J3621-13,Estados Unidos,América,Chevrolet,Pickup Grande,No,Manual,No,2076,17839189.0
Civic,2020,D3942-38,Italia,Europa,Honda,Compacto,No,Automático,No,333,149492004.59
Cherokee,2018,V9493-39,Alemania,Europa,Jeep,SUV Mediano,No,Manual,No,4723,229291101.81
RAV4,2023,M2182-77,Reino Unido,Europa,Toyota,SUV Compacto,No,Automático,Sí,318,222129350.27
C-Class,2021,K1475-65,Francia,Europa,Mercedes-Benz,Sedan Premium,No,Automático,No,958,24589093.11
Silverado,2016,C3120-18,Reino Unido,Europa,Chevrolet,Pickup Grande,No,Automático,No,4419,44501046.66
Mustang,2018,N5649-73,Sudáfrica,África,Ford,Deportivo,No,Automático,No,406,6474296.6
RAV4,2015,L7009-68,Alemania,Europa,Toyota,SUV Compacto,No,Manual,No,1166,249792202.73
Civic,2023,Q7805-74,Estados Unidos,América,Honda,Compacto,No,Automático,Sí,4245,225580238.78
Silverado,2016,E5591-98,Estados Unidos,América,Chevrolet,Pickup Grande,No,Manual,No,3049,128590610.27
C-Class,2015,Q6531-54,India,Asia,Mercedes-Benz,Sedan Premium,Sí,Automático,No,4495,101214535.16
Corolla,2019,F8844-71,España,Europa,Toyota,Compacto,No,Automático,No,99,108868152.49
CX-5,2019,D7408-20,Brasil,América,Mazda,SUV Compacto,No,Automático,No,1398,83776361.34
Golf,2017,N4476-32,Corea del Sur,Asia,Volkswagen,Compacto,No,Automático,No,649,80998850.05
CR-V,2024,W9005-29,Alemania,Europa,Honda,SUV Compacto,No,Automático,Sí,3997,214635649.9
Fusion,2022,K8354-94,Alemania,Europa,Ford,Sedan,No,Automático,No,946,12555369.62
Kona,2018,T9853-90,Brasil,América,Hyundai,SUV Subcompacto,No,Automático,No,4206,103638255.46
CX-5,2020,I6389-28,Francia,Europa,Mazda,SUV Compacto,No,Automático,No,4202,93553325.61
CR-V,2024,P1248-38,Canadá,América,Honda,SUV Compacto,No,Automático,Sí,4575,196137431.84
Kona,2023,L2287-73,Corea del Sur,Asia,Hyundai,SUV Subcompacto,Sí,Manual,No,759,108821731.54
3 Series,2023,A6099-82,Estados Unidos,América,BMW,Sedan Premium,No,Manual,Sí,286,232558833.96
Focus,2015,B8215-68,Corea del Sur,Asia,Ford,Compacto,No,Automático,No,246,99801523.22
Civic,2024,R3699-50,Brasil,América,Honda,Compacto,No,Manual,Sí,4119,32763457.87
F-150,2021,E1416-36,Sudáfrica,África,Ford,Pickup Grande,No,Manual,No,189,159331661.37
RAV4,2020,R7400-50,Estados Unidos,América,Toyota,SUV Compacto,No,Automático,No,3635,128118280.96
Focus,2024,D7023-16,India,Asia,Ford,Compacto,No,Automático,Sí,2351,31200634.62
Mustang,2015,W2527-32,Alemania,Europa,Ford,Deportivo,No,Manual,No,3509,90333803.5
CX-5,2018,F5933-31,Sudáfrica,África,Mazda,SUV Compacto,No,Manual,No,803,20967985.45
3 Series,2018,B3528-70,Sudáfrica,África,BMW,Sedan Premium,Sí,Manual,No,1506,10634861.51
F-150,2016,B3978-13,Australia,Oceanía,Ford,Pickup Grande,No,Automático,No,2851,70313443.61
Focus,2024,O6561-41,China,Asia,Ford,Compacto,No,Automático,Sí,858,30854921.36
Mustang,2015,H5401-40,Canadá,América,Ford,Deportivo,No,Automático,No,2496,60966121.8
Camry,2022,D1637-19,Sudáfrica,África,Toyota,Sedan Mediano,No,Automático,No,4579,133316655.06
Golf,2015,D1979-41,China,Asia,Volkswagen,Compacto,Sí,Manual,No,3905,177504093.6
Model 3,2022,Z9724-25,Italia,Europa,Tesla,Sedan,Sí,Manual,No,4056,102056013.54
Focus,2024,A7324-64,Reino Unido,Europa,Ford,Compacto,No,Automático,Sí,3185,18401628.65
F-150,2023,D7228-85,Corea del Sur,Asia,Ford,Pickup Grande,No,Automático,Sí,3066,106982458.26
Corolla,2024,L5162-89,Argentina,América,Toyota,Compacto,No,Automático,Sí,2149,121126850.71
CR-V,2024,A5721-26,Australia,Oceanía,Honda,SUV Compacto,No,Automático,Sí,3291,186293915.42
Mustang,2023,L9329-90,Australia,Oceanía,Ford,Deportivo,No,Manual,Sí,2188,90544297.89
Golf,2019,A6359-34,Corea del Sur,Asia,Volkswagen,Compacto,No,Manual,No,2567,179394278.45
Sprinter,2023,R3428-83,Canadá,América,Mercedes-Benz,Comercial,No,Manual,Sí,2907,210640857.2
F-150,2020,N5332-89,Canadá,América,Ford,Pickup Grande,No,Automático,No,848,25933155.89
C-Class,2017,B3904-42,Alemania,Europa,Mercedes-Benz,Sedan Premium,No,Manual,No,3531,122793363.62
Model 3,2021,X6955-71,Argentina,América,Tesla,Sedan,Sí,Manual,No,341,207799217.21
RAV4,2022,H3068-33,China,Asia,Toyota,SUV Compacto,No,Automático,No,1993,67299762.73
Q5,2016,N8442-40,Brasil,América,Audi,SUV Premium,No,Manual,No,4318,179533400.15
Civic,2017,U6964-92,Estados Unidos,América,Honda,Compacto,No,Manual,No,863,127082387.78
Corolla,2020,I5598-83,Reino Unido,Europa,Toyota,Compacto,No,Manual,No,263,206765025.8
Corolla,2022,R4856-41,México,América,Toyota,Compacto,No,Manual,No,803,189580684.45
Civic,2015,J5343-21,India,Asia,Honda,Compacto,No,Automático,No,644,162932843.92
Fusion,2017,G2605-34,Canadá,América,Ford,Sedan,No,Manual,No,4914,77122714.51
RAV4,2015,T7670-40,Argentina,América,Toyota,SUV Compacto,No,Manual,No,347,173384974.45
Kona,2024,Q9135-52,Japón,Asia,Hyundai,SUV Subcompacto,Sí,Manual,Sí,3923,123695149.97
F-150,2024,W8385-47,Reino Unido,Europa,Ford,Pickup Grande,No,Automático,Sí,4254,176248724.33
Model 3,2024,E7152-85,Alemania,Europa,Tesla,Sedan,Sí,Manual,Sí,643,145822990.34
Civic,2019,P2202-76,Estados Unidos,América,Honda,Compacto,No,Automático,No,1400,234086685.79
Sprinter,2018,J2589-17,Canadá,América,Mercedes-Benz,Comercial,No,Manual,No,4317,118245556.7
Golf,2020,Z5183-91,Sudáfrica,África,Volkswagen,Compacto,No,Automático,No,1168,87120616.45
Golf,2022,A8299-76,España,Europa,Volkswagen,Compacto,No,Manual,No,3997,215321104.09
Civic,2021,O7594-50,Sudáfrica,África,Honda,Compacto,No,Manual,No,3777,9003503.76
Golf,2024,V3567-23,Brasil,América,Volkswagen,Compacto,No,Manual,Sí,4880,222337214.18
Cherokee,2020,P3986-53,Estados Unidos,América,Jeep,SUV Mediano,No,Automático,No,3811,242681614.1
CX-5,2019,P2708-46,Brasil,América,Mazda,SUV Compacto,No,Automático,No,2189,22443535.92
3 Series,2021,B5769-94,Corea del Sur,Asia,BMW,Sedan Premium,Sí,Automático,No,1620,132981260.2
Tucson,2021,Q8922-35,Sudáfrica,África,Hyundai,SUV Compacto,No,Manual,No,1833,102149444.59
Fusion,2016,P2201-24,Canadá,América,Ford,Sedan,No,Automático,No,2114,240408563.64
Fusion,2016,K2637-29,España,Europa,Ford,Sedan,No,Manual,No,3829,237480018.32
Corolla,2024,X6792-40,Reino Unido,Europa,Toyota,Compacto,No,Automático,Sí,3607,201337342.43
RAV4,2021,G9740-56,Japón,Asia,Toyota,SUV Compacto,No,Manual,No,4633,166429213.0
Tucson,2021,O3901-43,Italia,Europa,Hyundai,SUV Compacto,No,Automático,No,3708,98271888.88
RAV4,2017,N5443-14,Corea del Sur,Asia,Toyota,SUV Compacto,No,Manual,No,4817,213299540.62
Cherokee,2024,D4789-23,Reino Unido,Europa,Jeep,SUV Mediano,No,Manual,No,3380,148024551.0
Corolla,2016,F4709-15,México,América,Toyota,Compacto,No,Manual,No,151,197585907.24
Civic,2018,P2713-61,Italia,Europa,Honda,Compacto,No,Manual,No,3317,1791181.51
3 Series,2018,J3596-28,Alemania,Europa,BMW,Sedan Premium,Sí,Manual,No,109,80372659.44
Focus,2019,V9077-57,China,Asia,Ford,Compacto,No,Manual,No,3460,208202068.93
Tucson,2019,Z8066-99,España,Europa,Hyundai,SUV Compacto,No,Manual,No,2384,174602225.83
